EPIC,magnitude,module,submodule,gini,spike,PSD_m_above_noise,PSD_m_below_noise
220683643.0,15.99,10.0,0.0,0.8067527897736112,3.0912813238373134,-0.7556480346917966,-1.4903174358117885
220683797.0,11.775,10.0,0.0,0.9315922156556249,3.554603736759645,-0.7218742756206932,-1.6862764561938526
220683883.0,10.857,10.0,0.0,0.939616462267044,3.436516245012617,-0.5327258809921505,-1.6987385689011147
220683934.0,19.253,10.0,0.0,0.30193417400010136,3.244639500716639,-0.31389543921356017,-1.0019905399515212
220683984.0,15.428,10.0,0.0,0.809118001106905,2.960685297372912,-0.9290351184849589,-0.9417667201792094
220684126.0,18.713,10.0,0.0,0.34714977488949256,1.9040798379018178,-1.5497138501385315,-0.23435962603636398
220684127.0,13.022,10.0,0.0,0.8963323110462571,3.2652156466149735,-1.675534722679284,-1.3464711071942772
220684187.0,11.856,10.0,0.0,0.9265002595143254,2.394751500958283,-0.8000610123703782,-1.6914331347422253
220684411.0,15.622,10.0,0.0,0.8081666452924169,1.0841935635080029,-1.6261928642816197,-0.21133374880358197
220684590.0,13.451,10.0,0.0,0.9035721023854175,3.3817646646487165,-0.736186367292131,-1.7198822089464325
220684708.0,15.683,10.0,0.0,0.7580764166842151,3.448137131258502,-0.6806388460812546,-1.398572990687125
220684720.0,12.976,10.0,0.0,0.9111256396849361,2.375529405704463,-0.8268846526243665,-1.4088062919494293
220684865.0,16.678,10.0,0.0,0.5138149207594395,3.345133026692437,-1.0596278797058871,-0.9991618152286803
220684934.0,14.668,10.0,0.0,0.8625840333698727,3.2410240663691194,-0.596738952773632,-0.9147425196621451
220684989.0,12.979,10.0,0.0,0.9177030435317403,3.509190563687182,-0.8329746495873523,-1.4172167895517065
220685081.0,16.648,10.0,0.0,0.8260745691045301,2.815045502222127,-0.960774278107103,-1.3766265625377685
220685088.0,15.482,10.0,0.0,0.8266170408345414,0.8594692298538489,-1.7972576996137593,-0.20132874500190875
220685363.0,16.525,10.0,0.0,0.6750376710218543,1.3119244528195255,-1.3639916452275274,-0.5445766937350034
220686116.0,15.883,10.0,0.0,0.8066631693158504,2.0660783609520705,-1.1361313964982134,-0.48600511651431616
220686237.0,14.351,10.0,0.0,0.8613439176305502,2.6913991704532894,-1.366974840485346,-0.5718484271755024
220686542.0,16.098,10.0,0.0,0.5420853494685471,2.298513840118609,-1.4388376372177147,-0.3147452267516891
220686573.0,13.689,10.0,0.0,0.894943259913147,3.401232361953901,-0.6095834319967344,-1.3364381978570117
220686770.0,13.452,10.0,0.0,0.9018391550650665,2.4957587993492876,-1.543205798793574,-1.029941329344424
220686906.0,11.687,10.0,0.0,0.934353621382228,3.0983150105188204,-1.0633673642385246,-1.0482049020087367
220686984.0,14.467,10.0,0.0,0.8755881020122623,2.9614255434718584,-0.9615938245750836,-0.7567968785161849
220687061.0,18.567,10.0,0.0,0.3953707028006498,0.735933079671411,-1.0094372699616034,-0.2163451858726085
220687205.0,14.457,10.0,0.0,0.8501882437705638,2.373334638968182,-2.045413891360327,-1.1021233014061866
220687583.0,13.638,10.0,0.0,0.8673154438015501,2.2640586070177027,-1.3842469440585314,-0.9601124569708979
220687769.0,13.139,10.0,0.0,0.9012986726536777,3.373735551316758,-0.7147176069067843,-1.449897124663192
220687865.0,12.198,10.0,0.0,0.9181485992347049,4.046505604903375,-0.6012923102674228,-1.9942841341827904
220687913.0,16.434,10.0,0.0,0.7526943594268302,2.0362831841705447,-1.1765861501170758,-0.2783806297211946
220688027.0,17.828,10.0,0.0,0.4777853335175712,1.2716020774703871,-0.34724823098296503,-0.6591130982290622
220688145.0,18.23,10.0,0.0,0.5018459461011381,1.649301198807025,-1.200952926655822,-0.22188226692593843
220688230.0,15.376,10.0,0.0,0.8067831279104198,1.4301167372260368,-1.5164197446743095,-0.5093797801703772
220688527.0,15.755,10.0,0.0,0.8021894768878195,2.529137424375318,-1.3681469170853726,-0.5820310697132403
220688541.0,17.423,10.0,0.0,0.6023979696239773,2.1897728685704223,-0.779039410336268,-0.41119663359554315
220688665.0,14.797,10.0,0.0,0.8605342399508118,1.9472045928459578,-1.0273828872880746,-0.631427797295915
220689100.0,9.79,10.0,0.0,0.9349961416052267,3.603584345489558,-0.30147732584413534,-1.6662897084055774
220689284.0,17.407,10.0,0.0,0.5239191305516602,1.3138796923565899,-1.3264099142461983,-0.1571131496513382
220689515.0,16.995,10.0,0.0,0.659398750049057,2.3409690848966123,-1.1211355169067412,-0.34998581830942854
220689521.0,13.659,10.0,0.0,0.8974009137153294,2.392386264799454,-1.3908707742167006,-0.8411125005194516
220689627.0,15.996,10.0,0.0,0.7763652774034013,1.3018335907864191,-1.6445948442926261,-0.3622730562640109
220689697.0,14.11,10.0,0.0,0.7949109190687096,1.3716712411039569,-1.615698788639229,-0.5097370809323548
220689713.0,11.981,10.0,0.0,0.9245885535073306,2.7584891011783905,-0.5794613444912434,-1.686225101506727
220689862.0,11.366,10.0,0.0,0.9415836238003671,2.3105150914490213,-0.9950477686567029,-1.1872816568028548
220689872.0,12.123,10.0,0.0,0.930493977761681,1.8555679720752145,-1.0938217599255147,-1.165797426595289
220690030.0,14.074,10.0,0.0,0.882530704048725,2.9417665801919384,-1.0258966158359444,-0.8559433873928439
220690108.0,15.675,10.0,0.0,0.7888092337040599,2.097304934690745,-1.2491286051596104,-0.42108578801157237
220690114.0,17.703,10.0,0.0,0.5383524354123838,2.0578585489737296,-1.2403954236907482,-0.2296143016341219
220690152.0,14.879,10.0,0.0,0.849108811187044,1.5961103535501724,-1.4383475518537712,-0.30806991466106914
220690176.0,13.129,10.0,0.0,0.9055056670240754,2.7606802534116164,-0.9012885241056674,-1.387546693098961
220690187.0,16.64,10.0,0.0,0.6276761882113882,2.8675477312862205,-1.1510367630803287,-0.8854560496368352
220690265.0,15.912,10.0,0.0,0.8003365056521221,1.936802980381041,-1.042969648179768,-0.46560927040174727
220690538.0,12.824,10.0,0.0,0.902037000095636,3.4529571670343495,-0.7699280707257852,-1.351662689973349
220690691.0,15.861,10.0,0.0,0.7640023965186348,1.8484087042619763,-0.990001641183982,-0.4521341180998806
220691037.0,15.794,10.0,0.0,0.7921231750904482,1.5436105799202289,-1.5710443080185006,-0.30997763490321145
220691087.0,17.458,10.0,0.0,0.4526402162535481,1.0345449880945812,-1.8987619250837748,-0.19182761021864597
220691197.0,15.246,10.0,0.0,0.8035495179910385,1.92210673979434,-1.5054158285844788,-0.5375556594593606
220691332.0,15.758,10.0,0.0,0.7112172258564368,1.7569742693249484,-1.2852448828353404,-0.6288020741638612
220691760.0,11.027,10.0,0.0,0.9451279073678189,2.8060677533526994,-0.9430939762507583,-1.4189473582443588
220691803.0,16.605,10.0,0.0,0.7123048564564477,2.5684072517217063,-0.7232073302706219,-1.279985817378149
220692034.0,15.312,10.0,0.0,0.8127576061879938,2.847599048122578,-0.7817811766133261,-1.7368781142338152
220692053.0,14.635,10.0,0.0,0.8257532094139366,2.9261436741201545,-0.8502170221820341,-0.9066251038611437
220692210.0,14.226,10.0,0.0,0.8827487002290729,2.6550190643532745,-0.8917501455252352,-0.867835466958151
220692506.0,12.683,10.0,0.0,0.9158512826691455,3.094217752511484,-0.7764214794737571,-1.4142912237349086
220692561.0,19.301,10.0,0.0,0.3150444661465051,-0.6666909011553842,-1.1203777587381643,-0.2643302000510291
220692722.0,13.247,10.0,0.0,0.9048448269167021,2.7262997517289813,-0.1626437551700475,-1.3416010243159358
220692916.0,17.555,10.0,0.0,0.40235035255328017,2.65273897385136,-1.0521747637586008,-0.7134170334046598
220692999.0,18.533,10.0,0.0,0.6057853522202061,3.484594491947933,-0.4328419394947974,-1.1468178791290917
220693064.0,11.704,10.0,0.0,0.9244624996005246,2.253369745828677,-0.9790387132370917,-1.3951344358221998
220693215.0,16.777,10.0,0.0,0.6834037483389231,2.407499857713709,-0.9173589051033986,-0.4495235753064191
220693274.0,18.497,10.0,0.0,0.5340257233118919,1.9823943593221147,-1.1788155682802084,-0.28204363104634905
220693404.0,11.073,10.0,0.0,0.9344869353310319,2.532737344283741,-0.9428027905713198,-1.728905781010065
220693499.0,17.763,10.0,0.0,0.5204610096510675,1.551971310130761,-1.090645170699485,-0.23403260851935517
220693550.0,15.91,10.0,0.0,0.7519140397126483,1.8768322614504664,-1.503464059311483,-0.3087653927598216
220693570.0,14.165,10.0,0.0,0.8857964434088988,2.688841249334441,-1.2138643907643416,-0.5596799177435656
220693756.0,15.938,10.0,0.0,0.7953252436525894,1.7242577134021162,-1.1019431595320788,-0.47270062742786334
220693810.0,14.155,10.0,0.0,0.8791227761087569,3.4337857214905285,-0.9021127055893812,-1.0590922455578138
220694054.0,18.737,10.0,0.0,0.34170045713467084,2.0008771112432187,-1.1850450320954948,-0.3932935826889247
220694093.0,16.42,10.0,0.0,0.7106623945640076,2.5730652654725388,-1.0303551493544028,-0.49853565616218815
220694226.0,12.503,10.0,0.0,0.9207563182914593,3.039191949684006,-0.9751475073795507,-1.5285641500471099
220694311.0,8.045,10.0,0.0,0.9418166360845744,2.7492077407104336,-0.8207773218741685,-0.9357908625603829
220694445.0,15.655,10.0,0.0,0.755159204873599,3.678938656336912,-0.4166211924033552,-1.7034837772223617
220694482.0,15.481,10.0,0.0,0.7587919360902344,0.875305394109215,-1.5390332803324192,-0.19168743776274355
220694597.0,14.17,10.0,0.0,0.8123435858108524,3.2216673636038555,-0.564747660189996,-1.7409045666131302
220694750.0,13.018,10.0,0.0,0.9075953851667968,3.1594833905004633,-2.1375322402065184,-1.1503580056846763
220694876.0,15.856,10.0,0.0,0.742135381629646,2.626281821242661,-0.7405129597171076,-0.5974823698507652
220694979.0,9.099,10.0,0.0,0.920069636815217,2.53458496844355,-1.048395451659568,-1.0874213120473974
220695160.0,16.24,10.0,0.0,0.7604217090271228,0.972052391320052,-1.190926151550336,-0.26670075204600335
220695316.0,17.237,10.0,0.0,0.6567897625777156,3.0541309849580065,-1.218198083705884,-1.5175801990735418
220695374.0,17.574,10.0,0.0,0.29762484768759717,3.07069865381509,-0.808064798303491,-0.9054135514278231
220695461.0,15.225,10.0,0.0,0.8232237643071276,1.352614954182767,-1.5838945493629757,-0.47923158446959646
220695477.0,14.447,10.0,0.0,0.8702311624101452,2.9574721960014827,-0.9979807721995949,-0.953646466805669
220695533.0,15.85,10.0,0.0,0.85306323587129,3.7635893779770955,-0.7708688291573375,-1.7566911348000651
220695632.0,14.142,10.0,0.0,0.8917426627482248,2.6566017291668578,-1.114654587723618,-0.6923916159629862
220695705.0,12.321,10.0,0.0,0.9183612638896652,3.8954254082896025,-0.6738932887376261,-1.9248151174142607
220695905.0,15.555,10.0,0.0,0.7940613127135213,1.5326223926204885,-1.3383853601461488,-0.4739499039135043
220695948.0,16.755,10.0,0.0,0.6803828770856268,2.840232727500695,-0.6026098099975444,-0.7641859058530645
220695957.0,14.02,10.0,0.0,0.8761515631788477,3.0788517238974036,-0.780885637603357,-1.088076070756593
220696352.0,14.292,10.0,0.0,0.866104328823087,2.847753422174047,-1.2774714812165613,-0.9198866895309576
220696416.0,11.944,10.0,0.0,0.9051314958554099,2.1160129331132684,-1.060108773265604,-1.5793182783096678
220696812.0,13.884,10.0,0.0,0.8799338429717242,2.04730614587644,-1.837620460787757,-1.1166500984974945
220696855.0,13.594,10.0,0.0,0.8755803933958286,3.3073810604706417,-0.9628966235044554,-1.2433169079232986
220697096.0,12.745,10.0,0.0,0.8935003079521081,3.1446689784040296,-0.8616225066863379,-1.5669878669087995
220697418.0,14.155,10.0,0.0,0.8724557934710009,3.142843958301221,-0.8807329492348431,-1.4837510892278363
220697440.0,13.712,10.0,0.0,0.8798379050599229,3.022249093336483,-0.9648560392538291,-1.1784802887713415
220697545.0,16.001,10.0,0.0,0.5754299180329396,1.9286389558181474,-1.8964434714700749,-0.36118539142178435
220697781.0,16.853,10.0,0.0,0.6586754563035745,1.1209917153208164,-1.1248951830827882,-0.6336450862486286
220698215.0,13.419,10.0,0.0,0.8971978875216103,2.4315751924961075,-1.2070771017856907,-0.9634198226957296
220698463.0,10.013,10.0,0.0,0.9320262625400594,3.0708103989364965,-0.3187367290531935,-1.3925311650219245
220698674.0,15.637,10.0,0.0,0.8047159060454508,1.404359524684684,-1.4089757418184647,-0.2244533912242733
220698721.0,13.293,10.0,0.0,0.8908209368941764,2.6023099022553278,-1.1965871966759971,-1.3652982299103043
220699257.0,15.726,10.0,0.0,0.7861153738402196,1.6832773776509435,-1.4912905461986692,-0.34792981998576844
220699331.0,10.595,10.0,0.0,0.9319021552631251,3.431894909565072,-0.2774724614119033,-1.2816829997213983
220699537.0,11.453,10.0,0.0,0.9249975925990856,3.3034602253003094,-0.6779882297347157,-2.272385898515195
220699800.0,15.735,10.0,0.0,0.7121795613400947,2.6299853673370843,-1.322455395400009,-0.688661770285823
220700258.0,15.854,10.0,0.0,0.6162142621097358,0.9772525948230835,-1.846411290583033,-0.25332760965031464
220700276.0,9.344,10.0,0.0,0.9348970926405145,3.449205704418362,-0.793467451049593,-1.4606655795593482
220700320.0,18.419,10.0,0.0,0.5351359132493221,1.7576542490724902,-1.0141732662293983,-0.24657967855442392
220700362.0,14.195,10.0,0.0,0.8761925346261906,2.740922820716354,-1.064845105504675,-0.9351471298377793
220700384.0,15.623,10.0,0.0,0.7497453959762771,2.9439266374296507,-1.0749275353946615,-0.824058691993237
220700745.0,15.631,10.0,0.0,0.7381263240986914,2.9167752996729623,-0.7243699958284096,-0.7433242126301548
220700867.0,16.222,10.0,0.0,0.7510543932817119,3.6844508555012903,-0.34826247004206357,-1.4439992001831048
220700884.0,13.257,10.0,0.0,0.892652464943976,2.4842408958592284,-0.8913986011980967,-1.4951019979468452
220700885.0,13.889,10.0,0.0,0.8462869430946739,1.8231059016403395,-0.6754534430935435,-0.9304929928250978
220700913.0,14.499,10.0,0.0,0.7881285578144721,2.5663765497605064,-1.0742320894028254,-1.9902518888271783
220701107.0,14.572,10.0,0.0,0.841717219266579,3.305302079234724,-0.8013258017482131,-1.8328556792991824
220701113.0,17.181,10.0,0.0,0.5776046749773417,1.4603818100418389,-1.3444245980886438,-0.1891170333096702
220701189.0,9.954,10.0,0.0,0.9216851682783509,3.473206439273154,-0.6426503690695964,-1.7038284302224882
220701292.0,13.583,10.0,0.0,0.8843541958878721,3.019664330882132,-0.8630189008220686,-1.08003026980882
220701376.0,12.468,10.0,0.0,0.928432703562529,3.4720257179550567,-0.6483395765846715,-1.3942560996017739
220701402.0,13.531,10.0,0.0,0.8729559934971418,2.5773057497979073,-1.3121672907288258,-1.18005906753587
220701515.0,13.426,10.0,0.0,0.9031738279326421,2.6355635463607965,-1.0620301559128225,-1.626641439513247
220701658.0,13.097,10.0,0.0,0.9068657631571883,2.159051259975869,-1.5930685290832265,-0.9974476241397031
220701760.0,15.962,10.0,0.0,0.695963290768026,2.434422364965451,-1.4423549967803728,-0.39188608128451724
220701812.0,9.624,10.0,0.0,0.9215523733410285,3.1978037964035835,-0.8119090017316476,-1.2842993785801364
220701850.0,13.545,10.0,0.0,0.888675601228192,2.1258214763983547,-1.0489248026939535,-0.9633479922974987
220701919.0,12.522,10.0,0.0,0.895885807388391,3.3266553290595438,-0.3462855579483539,-2.084814799016395
220701927.0,17.932,10.0,0.0,0.5675115878820676,2.374144655540661,-1.0421762955940916,-0.31521475012766387
220701931.0,12.397,10.0,0.0,0.9170446805734596,3.0039535443747045,-0.7422449503297777,-1.5553023352044286
220702264.0,14.941,10.0,0.0,0.8655465391913888,3.700955643706528,-0.47517284360934464,-1.4088484808977222
220702303.0,14.317,10.0,0.0,0.8542870901582812,2.9048129581444164,-0.9138618800825161,-1.3068129738776142
220702329.0,15.77,10.0,0.0,0.8024586444312354,1.2746521129372748,-1.0345190155183257,-0.37962465864653133
220702435.0,14.333,10.0,0.0,0.8740950560513845,2.379557328978579,-1.7135215248926632,-0.7994100046278039
220702491.0,13.533,10.0,0.0,0.891554503552058,3.2986261284436718,-0.9950881858401842,-1.122023532386135
220702612.0,15.59,10.0,0.0,0.7968823983930369,1.0418078490491838,-1.298323350669722,-0.2984378758441047
220702628.0,12.537,10.0,0.0,0.9177322184229448,3.409660719097839,-0.6408937116173082,-1.9787727164605555
220702707.0,17.239,10.0,0.0,0.5206998246288803,1.6317624038367646,-0.9331404223519877,-0.28010098850290366
220702813.0,10.321,10.0,0.0,0.7613205028039312,2.821070426745162,-1.2454780475945437,-2.053497645197796
220702889.0,7.236,10.0,0.0,0.9263882174477924,2.5880813235259454,-0.9430954703571679,-1.1011989415035155
220702963.0,11.897,10.0,0.0,0.9177090461610959,3.686917402277772,-0.8506201303212998,-1.739194437255235
220703167.0,13.007,10.0,0.0,0.9015068290106653,3.37701845179651,-0.8201956234252078,-1.620823707082292
220703193.0,15.774,10.0,0.0,0.794792190487974,1.9572635941098881,-1.2233918732492226,-0.4511236569206673
220703285.0,15.84,10.0,0.0,0.7406814763289369,2.1006499908317777,-1.2421048868010278,-0.30630427879043415
220703361.0,13.574,10.0,0.0,0.8719409182566599,3.7522474559868684,-0.6326663413168321,-1.5173200905340376
220703546.0,13.533,10.0,0.0,0.9023772937828707,3.476142566253539,-1.1978461335133683,-1.4250988726313945
220703576.0,8.615,10.0,0.0,0.9391969292853203,3.099101225703421,-0.5576967041092127,-1.2488180259538668
220703606.0,10.26,10.0,0.0,0.9283982761125585,3.4201539037084987,-0.3558042350014052,-1.820088518803832
220703815.0,15.827,10.0,0.0,0.8095452749483572,1.2471615974383605,-1.4138890031448446,-0.3518368774049951
220703908.0,16.311,10.0,0.0,0.7700979113347038,2.6671875228792246,-1.2247511589106528,-0.6812166279927582
220704069.0,13.005,10.0,0.0,0.8965272119006014,3.752972370082968,-0.567922852801637,-1.5281318604772502
220704126.0,13.082,10.0,0.0,0.8894123858023287,2.8861787184908403,-0.718572891760088,-1.7440561801079317
220704148.0,13.703,10.0,0.0,0.8626583586068186,2.8850878735762855,-1.481652655612212,-0.8847318182635887
220704165.0,11.263,10.0,0.0,0.9342278667287229,3.125838613889796,-0.7101389665957035,-1.4111112050795276
220704212.0,12.855,10.0,0.0,0.8918319915393375,1.4364099251012077,-1.242583550146482,-0.9896997641650591
220704249.0,13.655,10.0,0.0,0.8756207610747424,1.2075354150129747,-0.9926437285601611,-1.0846340580102554
220704401.0,13.535,10.0,0.0,0.8868440479767822,2.622341988932226,-1.274792647050509,-1.2129319307191109
220704669.0,12.768,10.0,0.0,0.8223102267314405,3.244226699531842,-0.9781992627693064,-1.5865381886615995
220704786.0,15.929,10.0,0.0,0.758456521216283,2.2991184095401307,-1.0765914481436736,-0.40669002730867687
220705112.0,13.573,10.0,0.0,0.8936592862100942,2.352418834118373,-1.226955664695689,-0.9314406220356727
220705247.0,12.153,10.0,0.0,0.9237205188634955,3.643577872682659,-0.28154430538710157,-1.7029544614273775
220705352.0,16.548,10.0,0.0,0.7161263903719448,1.6358021182937479,-1.2577797791309822,-0.38746162118974375
220705455.0,13.673,10.0,0.0,0.890672883464033,2.996476271141612,-1.167725434959645,-1.412218694159582
220705529.0,15.863,10.0,0.0,0.8014999761715758,3.671151732502132,-0.3724922945952307,-1.4506030471765938
220705649.0,15.861,10.0,0.0,0.7987185967097539,2.1975695191097193,-0.8966246049777076,-0.586808085989902
220705813.0,13.695,10.0,0.0,0.8792942378284355,2.9477035691424054,-1.265102539651967,-1.08545725819622
220705849.0,15.712,10.0,0.0,0.7503197262595239,2.7511545136940736,-0.7916500751134316,-0.6316303767921904
220705915.0,12.692,10.0,0.0,0.9099568871835046,3.860249617205169,-0.8043823100795577,-1.727162516445361
220705948.0,12.414,10.0,0.0,0.9139519926517746,3.4400389621243073,-0.6161326745427347,-1.4553230774212897
220706076.0,13.675,10.0,0.0,0.8808843177797112,3.069449368101381,-1.007164676902621,-0.9942581391108587
220706392.0,16.401,10.0,0.0,0.6878971874815711,2.384719648482409,-1.0247427552245478,-0.47454032312370387
220706476.0,13.561,10.0,0.0,0.8865231830650696,2.4283068447625236,-1.1648504475737407,-0.7981936742508581
220706523.0,13.426,10.0,0.0,0.8917938224963102,2.563300996581283,-1.2409833406822388,-0.9462636849893983
220706551.0,16.813,10.0,0.0,0.7304348191507678,1.780688795740782,-1.1864639004612358,-0.4387483582739356
220706778.0,15.326,10.0,0.0,0.79514388971421,2.7134386451054238,-0.8269605764138428,-0.6586154933859303
220706885.0,13.863,10.0,0.0,0.8519601814872368,1.3865117181432693,-1.1942451103431686,-0.7782745013374524
220706986.0,11.581,10.0,0.0,0.9129796339041982,3.2014990952592894,-1.1628901673421062,-1.0072775877048386
220707140.0,15.531,10.0,0.0,0.9433196820361712,3.2667030248968327,-0.6745705731685685,-1.217164196070214
220707187.0,15.915,10.0,0.0,0.761035945803866,3.515010002730469,-0.6393358018711488,-1.2656080283067048
220707212.0,15.94,10.0,0.0,0.6800086898804245,1.4755135026568982,-1.2991983778029002,-0.5363528016469463
220707357.0,13.657,10.0,0.0,0.8874853178128972,3.1920483084123883,-1.0268016420853259,-1.3271697423749693
220707376.0,12.432,10.0,0.0,0.9083491222814452,3.002922118757818,-0.9726517613916177,-1.5067765475855055
220707498.0,13.073,10.0,0.0,0.8255898822005855,3.709734746831782,-0.3842323344540525,-1.8848447832398991
220707556.0,16.62,10.0,0.0,0.6813433753677405,3.3162265775127127,-0.9338364360009135,-1.0607677255079173
220707698.0,17.181,10.0,0.0,0.6157470700282222,1.1226166717953954,-1.2572490473473266,-0.23036921282017714
220707735.0,18.545,10.0,0.0,0.40546418231169656,2.377209370017374,-0.8460491364402485,-0.28423845420960525
220707749.0,15.921,10.0,0.0,0.6923590425915457,2.746984620934219,-0.87569202270726,-1.3002160477048532
220708183.0,14.159,10.0,0.0,0.8728709893512568,3.2015403843346926,-1.2522472296154565,-1.104985826093654
220708227.0,15.779,10.0,0.0,0.7633756245804079,2.3597178026479195,-1.0768000597664864,-0.5860083463645592
220708266.0,13.278,10.0,0.0,0.8881948964441002,2.0717524658223505,-0.6707167157256791,-1.0541562566884952
220708401.0,11.605,10.0,0.0,0.9267396000213404,2.630391341788053,-1.0559213526317108,-1.466951193890848
220708408.0,12.99,10.0,0.0,0.8951555469419226,3.395511674265316,-0.8906462802075826,-1.1739922583995646
220708626.0,17.939,10.0,0.0,0.4347170108631498,0.7401167422445214,-1.251571146203558,-0.11433530473245178
220708821.0,17.49,10.0,0.0,0.47097555932270785,2.4030459933605837,-1.0142308546851815,-0.46562609135594496
220708947.0,13.485,10.0,0.0,0.8802594137147464,3.211641980339172,-0.8364912672074503,-1.2476975103080232
220709026.0,13.992,10.0,0.0,0.861601350568098,2.7670068015967506,-0.9181136392834999,-0.6901267168487498
220709143.0,12.545,10.0,0.0,0.9096871653017402,2.9285473823585653,-0.971647311750211,-1.4593560218153594
220709293.0,16.194,10.0,0.0,0.8054001603382802,2.5742497993830815,-0.8115232105792518,-0.6176407671450126
220709430.0,11.122,10.0,0.0,0.9302580457297029,2.78809484366164,-0.7730429433779286,-1.674692537359977
