EPIC ID,RA (J2000) [deg],Dec (J2000) [deg],magnitude,Investigation IDs,CHANNEL,IMAGE,MODULE,PIX_COL,PIX_ROW
220136961,17.4101944,-2.4145939,17.755, GO8070_LC,56,c8_lcs/220136961.png,16,430,36
220138376,17.248148,-2.3536229,17.855, GO8070_LC,56,c8_lcs/220138376.png,16,344,166
220138441,17.2839375,-2.3505249,16.656, GO8070_LC,56,c8_lcs/220138441.png,16,371,149
220138882,17.4661751,-2.3315971,16.659, GO8070_LC,56,c8_lcs/220138882.png,16,516,67
220139251,17.2425499,-2.316777,16.951, GO8070_LC,56,c8_lcs/220139251.png,16,359,196
220139824,16.8907108,-2.295373,16.156, GO8070_LC,56,c8_lcs/220139824.png,16,111,397
220143686,16.6950436,-2.1307869,17.068, GO8070_LC,56,c8_lcs/220143686.png,16,54,621
220143837,16.6396809,-2.1242869,17.588, GO8070_LC,56,c8_lcs/220143837.png,16,17,655
220144656,17.8093987,-2.0916209,16.97, GO8070_LC,56,c8_lcs/220144656.png,16,895,63
220145014,16.6583862,-2.077527,16.787, GO8070_LC,56,c8_lcs/220145014.png,16,55,680
220145551,17.7678585,-2.056967,17.552, GO8070_LC,56,c8_lcs/220145551.png,16,882,111
220145761,16.6964359,-2.048964,16.56, GO8070_LC|GO8042_LC,56,c8_lcs/220145761.png,16,98,681
220146329,16.8516159,-2.0280631,16.765, GO8070_LC,56,c8_lcs/220146329.png,16,223,614
220146916,17.6116867,-2.007174,16.533, GO8070_LC,56,c8_lcs/220146916.png,16,793,230
220146949,16.5739555,-2.0057631,17.196, GO8070_LC,56,c8_lcs/220146949.png,16,31,777
220147002,16.5797443,-2.003691,16.347, GO8070_LC,56,c8_lcs/220147002.png,16,36,775
220147180,16.7487926,-1.996375,17.152, GO8070_LC,56,c8_lcs/220147180.png,16,165,692
220147311,17.0811787,-1.9915611,17.322, GO8070_LC,56,c8_lcs/220147311.png,16,411,520
220147457,16.5494461,-1.985641,17.308, GO8070_LC,56,c8_lcs/220147457.png,16,23,805
220147635,13.117527,-1.9791059,15.106, GO8070_LC,75,c8_lcs/220147635.png,22,69,57
220147676,17.5575771,-1.977434,15.626, GO8070_LC,56,c8_lcs/220147676.png,16,770,280
220148010,16.5824146,-1.9647,17.46, GO8070_LC,56,c8_lcs/220148010.png,16,59,803
220148345,16.6362877,-1.9522671,17.721, GO8070_LC,56,c8_lcs/220148345.png,16,105,783
220148479,17.1754017,-1.946439,16.291, GO8070_LC,56,c8_lcs/220148479.png,16,505,504
220148485,16.5912495,-1.946281,16.996, GO8070_LC,56,c8_lcs/220148485.png,16,75,812
220148939,18.1099491,-1.929909,17.945, GO8070_LC,55,c8_lcs/220148939.png,16,1015,24
220148956,16.7111473,-1.929279,17.827, GO8070_LC,56,c8_lcs/220148956.png,16,172,761
220149103,16.9446163,-1.9232889,16.741, GO8070_LC,56,c8_lcs/220149103.png,16,347,643
220149240,17.515419,-1.918739,15.917, GO8070_LC,56,c8_lcs/220149240.png,16,769,345
220149266,17.1608696,-1.917853,16.516, GO8070_LC,56,c8_lcs/220149266.png,16,509,533
220149426,16.6046047,-1.912517,17.604, GO8070_LC,56,c8_lcs/220149426.png,16,102,830
220150014,17.4295387,-1.893278,17.452, GO8070_LC,56,c8_lcs/220150014.png,16,719,409
220150174,16.9089737,-1.887262,15.872, GO8070_LC,56,c8_lcs/220150174.png,16,340,688
220150324,16.6401215,-1.882206,16.857, GO8070_LC,56,c8_lcs/220150324.png,16,145,833
220150503,13.0938711,-1.8756289,17.409, GO8070_LC,75,c8_lcs/220150503.png,22,157,95
220151521,17.1271954,-1.840247,17.519, GO8070_LC,56,c8_lcs/220151521.png,16,525,608
220151608,17.1152744,-1.837379,16.932, GO8070_LC,56,c8_lcs/220151608.png,16,518,616
220151882,17.8559361,-1.828863,16.139, GO8070_LC,56,c8_lcs/220151882.png,16,1067,232
220152104,17.8256226,-1.820624,17.545, GO8070_LC,56,c8_lcs/220152104.png,16,1050,255
220152981,13.2462349,-1.786913,15.494, GO8070_LC,75,c8_lcs/220152981.png,22,142,254
220153235,17.1542339,-1.776806,17.064, GO8070_LC,56,c8_lcs/220153235.png,16,579,640
220153468,16.903141,-1.76844,16.607, GO8070_LC,56,c8_lcs/220153468.png,16,398,778
220153620,17.2024403,-1.76241,17.243, GO8070_LC,56,c8_lcs/220153620.png,16,621,625
220154404,17.2934856,-1.734197,17.879, GO8070_LC,56,c8_lcs/220154404.png,16,704,598
220154583,16.5437832,-1.727602,16.288, GO8070_LC,56,c8_lcs/220154583.png,16,155,998
220154753,18.11866,-1.722062,17.943, GO8070_LC,55,c8_lcs/220154753.png,16,898,172
220155309,18.3305588,-1.700552,16.685, GO8070_LC,55,c8_lcs/220155309.png,16,731,77
220156024,16.9811115,-1.676332,15.775, GO8070_LC,56,c8_lcs/220156024.png,16,504,805
220156144,16.9860287,-1.671904,16.887, GO8070_LC,56,c8_lcs/220156144.png,16,510,806
220156324,13.0233002,-1.665316,17.688, GO8070_LC,75,c8_lcs/220156324.png,22,350,155
220156512,13.6140985,-1.658868,17.567, GO8070_LC,75,c8_lcs/220156512.png,22,41,592
220156587,16.7098064,-1.656082,17.202, GO8070_LC,56,c8_lcs/220156587.png,16,315,963
220156591,13.6267595,-1.655926,17.24, GO8070_LC,75,c8_lcs/220156591.png,22,37,603
220156644,18.2105904,-1.654055,16.174, GO8070_LC,55,c8_lcs/220156644.png,16,794,174
220156724,17.3754597,-1.651489,15.829, GO8070_LC,56,c8_lcs/220156724.png,16,807,616
220156732,16.9217625,-1.651227,15.688, GO8070_LC,56,c8_lcs/220156732.png,16,474,855
220156997,16.9627457,-1.642126,16.895, GO8070_LC,56,c8_lcs/220156997.png,16,509,840
220158230,13.6631489,-1.600641,16.864, GO8070_LC|GO8042_LC,75,c8_lcs/220158230.png,22,59,659
220158416,13.0909929,-1.594607,17.307, GO8070_LC,75,c8_lcs/220158416.png,22,365,242
220158647,17.8638477,-1.587762,17.79, GO8070_LC,55,c8_lcs/220158647.png,16,1015,406
220158778,17.8578262,-1.5838521,16.274, GO8070_LC,55,c8_lcs/220158778.png,16,1017,412
220158974,18.4258633,-1.5776629,17.208, GO8070_LC,55,c8_lcs/220158974.png,16,596,117
220159032,13.1085081,-1.575559,17.644, GO8070_LC,75,c8_lcs/220159032.png,22,370,265
220159064,13.6708755,-1.574591,15.97, GO8070_LC,75,c8_lcs/220159064.png,22,73,678
220159075,13.6615887,-1.574126,15.396, GO8070_LC,75,c8_lcs/220159075.png,22,79,672
220159126,17.4524879,-1.5725271,17.067, GO8070_LC,56,c8_lcs/220159126.png,16,905,633
220159398,17.2372761,-1.563277,17.775, GO8070_LC,56,c8_lcs/220159398.png,16,752,754
220159939,13.4242792,-1.544735,17.83, GO8070_LC,75,c8_lcs/220159939.png,22,225,513
220159950,17.420517,-1.544446,16.534, GO8070_LC,56,c8_lcs/220159950.png,16,897,671
220159971,17.1625595,-1.5438811,17.374, GO8070_LC,56,c8_lcs/220159971.png,16,708,807
220160073,17.4792633,-1.540422,17.378, GO8070_LC,56,c8_lcs/220160073.png,16,943,643
220160530,13.213459,-1.526209,16.012, GO8070_LC,75,c8_lcs/220160530.png,22,351,368
220160677,17.443161,-1.521342,16.93, GO8070_LC,56,c8_lcs/220160677.png,16,926,676
220160817,13.8299217,-1.517056,17.844, GO8070_LC,75,c8_lcs/220160817.png,22,32,826
220160876,13.4244757,-1.515376,16.608, GO8070_LC,75,c8_lcs/220160876.png,22,247,529
220160911,13.8174438,-1.514138,16.974, GO8070_LC|GO8042_LC,75,c8_lcs/220160911.png,22,40,818
220161087,16.5118999,-1.508077,17.317, GO8070_LC,53,c8_lcs/220161087.png,16,248,978
220161464,13.653986,-1.496087,17.002, GO8070_LC,75,c8_lcs/220161464.png,22,141,708
220161748,17.5850391,-1.4870811,17.906, GO8070_LC,56,c8_lcs/220161748.png,16,1048,627
220161803,17.1007729,-1.484984,17.698, GO8070_LC,56,c8_lcs/220161803.png,16,693,883
220161832,13.8897247,-1.483688,17.599, GO8070_LC,75,c8_lcs/220161832.png,22,24,887
220162737,12.9014902,-1.45531,17.825, GO8070_LC,75,c8_lcs/220162737.png,22,569,177
220162818,13.7324438,-1.452842,15.834, GO8070_LC,75,c8_lcs/220162818.png,22,130,788
220162982,18.4236755,-1.447616,16.636, GO8070_LC,55,c8_lcs/220162982.png,16,529,214
220163051,18.7577667,-1.445296,16.749, GO8070_LC|GO8042_LC,55,c8_lcs/220163051.png,16,282,39
220163278,13.4380741,-1.437867,17.916, GO8070_LC,75,c8_lcs/220163278.png,22,297,580
220163630,17.8199844,-1.426546,17.822, GO8070_LC,55,c8_lcs/220163630.png,16,962,548
220163813,13.91259,-1.420898,17.822, GO8070_LC,75,c8_lcs/220163813.png,22,58,937
220164004,13.8771439,-1.414282,15.643, GO8070_LC,75,c8_lcs/220164004.png,22,82,914
220164113,13.6399717,-1.410956,17.951, GO8070_LC,75,c8_lcs/220164113.png,22,210,742
220164327,13.9256029,-1.404125,17.701, GO8070_LC,75,c8_lcs/220164327.png,22,64,956
220164367,18.4380417,-1.402964,16.824, GO8070_LC,55,c8_lcs/220164367.png,16,495,239
220164441,13.7850046,-1.4000061,17.501, GO8070_LC,75,c8_lcs/220164441.png,22,142,855
220164449,13.9394522,-1.3997459,16.854, GO8070_LC,75,c8_lcs/220164449.png,22,59,968
220164734,17.9709206,-1.391505,16.862, GO8070_LC,55,c8_lcs/220164734.png,16,832,494
220164820,13.7059383,-1.388648,15.407, GO8070_LC,75,c8_lcs/220164820.png,22,192,803
220164964,13.8577957,-1.383899,16.736, GO8070_LC,75,c8_lcs/220164964.png,22,115,917
220165225,17.4690685,-1.376479,17.699, GO8070_LC,56,c8_lcs/220165225.png,16,1021,769
220165349,13.1055641,-1.372494,17.65, GO8070_LC,75,c8_lcs/220165349.png,22,522,371
220165763,13.9689169,-1.3589129,17.739, GO8070_LC,75,c8_lcs/220165763.png,22,74,1011
220165960,13.8390217,-1.352285,15.362, GO8070_LC,75,c8_lcs/220165960.png,22,147,919
220166119,18.8728199,-1.347237,16.583, GO8070_LC,55,c8_lcs/220166119.png,16,145,50
220166147,13.2990217,-1.346529,17.423, GO8070_LC,75,c8_lcs/220166147.png,22,437,526
220166330,13.7274942,-1.340735,16.93, GO8070_LC,75,c8_lcs/220166330.png,22,216,844
220166533,17.5340958,-1.334482,17.187, GO8070_LC,56,c8_lcs/220166533.png,16,1091,766
220167022,13.764864,-1.317591,16.525, GO8070_LC,75,c8_lcs/220167022.png,22,213,884
220167141,16.0743141,-1.314041,16.882, GO8070_LC|GO8042_LC,53,c8_lcs/220167141.png,16,29,604
220167259,14.1047468,-1.3103189,17.867, GO8070_LC,74,c8_lcs/220167259.png,22,38,1018
220167311,13.2418728,-1.308697,17.68, GO8070_LC,75,c8_lcs/220167311.png,22,496,504
220167312,13.095499,-1.308696,16.658, GO8070_LC,75,c8_lcs/220167312.png,22,574,397
220167331,18.8093109,-1.308157,16.426, GO8070_LC|GO8042_LC,55,c8_lcs/220167331.png,16,171,113
220167658,13.3337765,-1.29795,15.513, GO8070_LC,75,c8_lcs/220167658.png,22,455,577
220167678,13.8784924,-1.297128,16.845, GO8070_LC,75,c8_lcs/220167678.png,22,168,978
220167725,14.0734997,-1.295406,17.341, GO8070_LC,74,c8_lcs/220167725.png,22,65,1033
220168011,14.0819902,-1.286239,17.983, GO8070_LC,74,c8_lcs/220168011.png,22,68,1022
220168016,16.4810696,-1.286148,15.358, GO8070_LC,53,c8_lcs/220168016.png,16,343,798
220168283,16.2225704,-1.277594,17.001, GO8070_LC,53,c8_lcs/220168283.png,16,157,656
220168361,14.1080027,-1.274999,15.054, GO8070_LC,74,c8_lcs/220168361.png,22,61,996
220168565,13.496315,-1.268207,15.328, GO8070_LC,75,c8_lcs/220168565.png,22,391,712
220168641,13.7635403,-1.266,16.198, GO8070_LC,75,c8_lcs/220168641.png,22,251,910
220168646,16.3744717,-1.265853,16.533, GO8070_LC,53,c8_lcs/220168646.png,16,275,727
220168846,13.4505224,-1.258837,17.174, GO8070_LC,75,c8_lcs/220168846.png,22,423,684
220169445,13.7731266,-1.233799,16.479, GO8070_LC,75,c8_lcs/220169445.png,22,269,934
220170049,17.2053337,-1.207848,16.931, GO8070_LC|GO8042_LC,56,c8_lcs/220170049.png,16,916,1032
220170575,13.7543907,-1.184333,17.152, GO8070_LC,75,c8_lcs/220170575.png,22,316,946
220170702,14.0875044,-1.176633,14.681, GO8070_LC,74,c8_lcs/220170702.png,22,144,959
220171628,12.9532471,-1.1334651,17.006, GO8070_LC,75,c8_lcs/220171628.png,22,778,385
220171695,14.219697,-1.131234,16.815, GO8070_LC,74,c8_lcs/220171695.png,22,109,839
220172478,14.0642319,-1.098296,17.677, GO8070_LC,74,c8_lcs/220172478.png,22,214,935
220172779,13.9403009,-1.084235,16.977, GO8070_LC,74,c8_lcs/220172779.png,22,291,1019
220172915,13.0551786,-1.076995,16.293, GO8070_LC,75,c8_lcs/220172915.png,22,764,490
220172951,16.0700016,-1.07497,13.808, GO8070_LC,53,c8_lcs/220172951.png,16,151,425
220173191,17.7525311,-1.063923,15.671, GO8070_LC,55,c8_lcs/220173191.png,16,820,850
220174286,14.2945337,-1.018726,15.624, GO8070_LC,74,c8_lcs/220174286.png,22,150,724
220174452,14.3073606,-1.012234,15.212, GO8070_LC,74,c8_lcs/220174452.png,22,148,711
220174471,16.3292789,-1.011429,16.014, GO8070_LC|GO8042_LC,53,c8_lcs/220174471.png,16,376,516
220174863,16.0169201,-0.99417,16.204, GO8070_LC|GO8042_LC,53,c8_lcs/220174863.png,16,155,339
220175030,14.0980549,-0.986937,15.358, GO8070_LC,74,c8_lcs/220175030.png,22,278,851
220175132,16.8798904,-0.983145,17.205, GO8070_LC,53,c8_lcs/220175132.png,16,796,785
220175392,17.9807224,-0.970799,17.25, GO8070_LC,55,c8_lcs/220175392.png,16,604,798
220175415,16.0304146,-0.970013,15.046, GO8070_LC,53,c8_lcs/220175415.png,16,177,328
220175733,16.09655,-0.957066,17.203, GO8070_LC,53,c8_lcs/220175733.png,16,233,353
220176082,13.0559206,-0.943247,17.591, GO8070_LC,75,c8_lcs/220176082.png,22,863,562
220176875,15.9059992,-0.912326,16.949, GO8070_LC,53,c8_lcs/220176875.png,16,116,220
220176980,16.2624798,-0.907815,15.528, GO8070_LC,53,c8_lcs/220176980.png,16,381,404
220177070,17.2802067,-0.904702,16.385, GO8070_LC,54,c8_lcs/220177070.png,16,1083,938
220177327,16.186533,-0.894738,17.142, GO8070_LC,53,c8_lcs/220177327.png,16,332,355
220177840,16.0168285,-0.873143,16.371, GO8070_LC,53,c8_lcs/220177840.png,16,218,249
220177890,13.8263369,-0.871507,16.869, GO8070_LC,74,c8_lcs/220177890.png,22,508,990
220178080,18.6173782,-0.864019,16.134, GO8070_LC,55,c8_lcs/220178080.png,16,78,541
220178283,16.0050793,-0.855938,16.752, GO8070_LC,53,c8_lcs/220178283.png,16,219,230
220178456,18.6167717,-0.848517,17.089, GO8070_LC,55,c8_lcs/220178456.png,16,71,553
220178555,18.5090408,-0.845036,17.405, GO8070_LC,55,c8_lcs/220178555.png,16,149,612
220178746,16.3395233,-0.838251,15.654, GO8070_LC,53,c8_lcs/220178746.png,16,474,394
220178785,17.0261345,-0.836557,16.534, GO8070_LC,53,c8_lcs/220178785.png,16,981,754
220178820,15.9738855,-0.834856,17.11, GO8070_LC,53,c8_lcs/220178820.png,16,207,199
220178843,14.053319,-0.833772,16.283, GO8070_LC,74,c8_lcs/220178843.png,22,414,803
220178997,14.0139523,-0.828085,15.313, GO8070_LC,74,c8_lcs/220178997.png,22,439,829
220179314,14.6568289,-0.815929,17.671, GO8070_LC,74,c8_lcs/220179314.png,22,108,350
220179334,14.4736967,-0.81462,15.129, GO8070_LC,74,c8_lcs/220179334.png,22,205,484
220179346,12.6027918,-0.81401,17.47, GO8070_LC,76,c8_lcs/220179346.png,22,1017,297
220179473,16.4330959,-0.808482,16.361, GO8070_LC,53,c8_lcs/220179473.png,16,559,421
220179653,16.3595867,-0.801849,16.6, GO8070_LC,53,c8_lcs/220179653.png,16,509,378
220179870,15.9970379,-0.793871,15.68, GO8070_LC,53,c8_lcs/220179870.png,16,246,180
220179925,14.1143007,-0.792443,15.835, GO8070_LC,74,c8_lcs/220179925.png,22,413,736
220180298,17.5791626,-0.777508,16.917, GO8070_LC,54,c8_lcs/220180298.png,16,797,1002
220180487,13.7972469,-0.769951,16.898, GO8070_LC,74,c8_lcs/220180487.png,22,597,957
220180591,14.2388153,-0.765295,17.581, GO8070_LC,74,c8_lcs/220180591.png,22,367,631
220180921,14.6948833,-0.751785,15.335, GO8070_LC,74,c8_lcs/220180921.png,22,134,288
220181137,14.7598495,-0.743822,17.551, GO8070_LC,74,c8_lcs/220181137.png,22,107,237
220181232,14.3534698,-0.740221,15.595, GO8070_LC,74,c8_lcs/220181232.png,22,324,533
220181460,18.4767437,-0.732382,16.997, GO8070_LC,55,c8_lcs/220181460.png,16,113,712
220181779,17.559557,-0.717999,16.059, GO8070_LC,54,c8_lcs/220181779.png,16,779,948
220181976,14.0912037,-0.7109,16.154, GO8070_LC,74,c8_lcs/220181976.png,22,484,710
220182026,14.4049435,-0.708541,16.451, GO8070_LC,74,c8_lcs/220182026.png,22,320,479
220182209,16.4151134,-0.701277,17.785, GO8070_LC,53,c8_lcs/220182209.png,16,602,333
220182612,19.7269535,-0.683184,15.223, GO8070_LC,36,c8_lcs/220182612.png,11,476,95
220183004,16.9837494,-0.666653,17.431, GO8070_LC,53,c8_lcs/220183004.png,16,1039,607
220183128,17.5723763,-0.661226,17.801, GO8070_LC,54,c8_lcs/220183128.png,16,740,913
220183272,17.2186775,-0.655484,15.489, GO8070_LC,54,c8_lcs/220183272.png,16,997,722
220183370,17.2121964,-0.650918,16.277, GO8070_LC,54,c8_lcs/220183370.png,16,1000,716
220183427,14.4054565,-0.64864,17.684, GO8070_LC,74,c8_lcs/220183427.png,22,365,447
220183456,14.3077478,-0.647373,15.324, GO8070_LC,74,c8_lcs/220183456.png,22,416,517
220183464,16.2169361,-0.647068,17.776, GO8070_LC,53,c8_lcs/220183464.png,16,485,188
220183797,17.4156036,-0.634316,16.034, GO8070_LC,54,c8_lcs/220183797.png,16,841,810
220184434,14.1436834,-0.608547,16.5, GO8070_LC,74,c8_lcs/220184434.png,22,532,617
220184740,16.3239594,-0.595385,17.384, GO8070_LC,53,c8_lcs/220184740.png,16,591,207
220184750,16.3245926,-0.595052,16.928, GO8070_LC,53,c8_lcs/220184750.png,16,592,207
220185497,12.199008,-0.564206,15.454, GO8070_LC,76,c8_lcs/220185497.png,22,621,133
220186585,14.3573704,-0.52002,15.065, GO8070_LC,74,c8_lcs/220186585.png,22,483,413
220186947,16.5743675,-0.505838,17.387, GO8070_LC,53,c8_lcs/220186947.png,16,823,273
220187189,19.7423267,-0.497181,17.311, GO8070_LC,36,c8_lcs/220187189.png,11,585,224
220187548,19.6822395,-0.48356,14.917, GO8070_LC,36,c8_lcs/220187548.png,11,548,266
220187843,14.365098,-0.471526,14.73, GO8070_LC,74,c8_lcs/220187843.png,22,515,382
220187996,20.1655178,-0.465595,17.902, GO8070_LC,36,c8_lcs/220187996.png,11,913,25
220188170,17.1782284,-0.459229,16.896, GO8070_LC|GO8042_LC,54,c8_lcs/220188170.png,16,924,557
220188852,14.3483028,-0.431783,16.772, GO8070_LC,74,c8_lcs/220188852.png,22,554,374
220189369,14.4094086,-0.410196,17.068, GO8070_LC,74,c8_lcs/220189369.png,22,537,317
220189379,17.5781708,-0.409819,17.563, GO8070_LC,54,c8_lcs/220189379.png,16,603,731
220189458,13.6668377,-0.407065,16.685, GO8070_LC,74,c8_lcs/220189458.png,22,932,861
220189984,14.4958391,-0.386797,16.61, GO8070_LC,74,c8_lcs/220189984.png,22,508,241
220190019,18.9813461,-0.385578,17.741, GO8070_LC,36,c8_lcs/220190019.png,11,82,706
220190033,18.9805794,-0.385223,17.741, GO8070_LC,36,c8_lcs/220190033.png,11,83,707
220190456,14.0721846,-0.369117,14.911, GO8070_LC,74,c8_lcs/220190456.png,22,745,543
220190623,14.1389503,-0.362661,16.987, GO8070_LC,74,c8_lcs/220190623.png,22,716,491
220191051,14.0944242,-0.345216,15.966, GO8070_LC,74,c8_lcs/220191051.png,22,751,514
220191057,18.2392731,-0.345004,13.86, GO8070_LC,54,c8_lcs/220191057.png,16,82,1031
220191162,19.45681,-0.340933,16.674, GO8070_LC|GO8042_LC,36,c8_lcs/220191162.png,11,457,490
220191252,17.6303654,-0.337683,17.422, GO8070_LC,54,c8_lcs/220191252.png,16,527,706
220191892,14.4816866,-0.313508,14.457, GO8070_LC,74,c8_lcs/220191892.png,22,569,212
220192203,14.6889811,-0.300568,17.004, GO8070_LC,74,c8_lcs/220192203.png,22,470,54
220192212,20.2657471,-0.300174,17.973, GO8070_LC,36,c8_lcs/220192212.png,11,1075,95
220192237,13.435791,-0.299326,17.935, GO8070_LC,73,c8_lcs/220192237.png,22,1082,973
220192366,17.9176579,-0.294408,17.142, GO8070_LC,54,c8_lcs/220192366.png,16,292,825
220192720,17.9114151,-0.281579,17.349, GO8070_LC,54,c8_lcs/220192720.png,16,291,812
220192766,14.3348827,-0.27991,17.361, GO8070_LC,74,c8_lcs/220192766.png,22,672,303
220192950,13.0113058,-0.272518,15.892, GO8070_LC,76,c8_lcs/220192950.png,22,837,884
220193190,18.0112534,-0.263746,15.538, GO8070_LC,54,c8_lcs/220193190.png,16,207,852
220194059,19.6428413,-0.229006,16.953, GO8070_LC,36,c8_lcs/220194059.png,11,652,474
220194076,19.6423187,-0.228295,15.67, GO8070_LC,36,c8_lcs/220194076.png,11,652,475
220194130,17.9674931,-0.226449,17.745, GO8070_LC,54,c8_lcs/220194130.png,16,220,801
220194676,19.0131245,-0.205611,17.86, GO8070_LC,36,c8_lcs/220194676.png,11,200,822
220195302,14.0786905,-0.180859,16.595, GO8070_LC|GO8042_LC,74,c8_lcs/220195302.png,22,881,439
220195637,20.1165123,-0.167916,17.874, GO8070_LC,36,c8_lcs/220195637.png,11,1035,271
220195720,13.8894758,-0.164236,17.612, GO8070_LC,74,c8_lcs/220195720.png,22,993,569
220196437,20.0067787,-0.137552,15.363, GO8070_LC,36,c8_lcs/220196437.png,11,969,350
220196714,12.4573307,-0.126753,17.961, GO8070_LC,76,c8_lcs/220196714.png,22,436,554
220196751,14.0816498,-0.125636,15.968, GO8070_LC,74,c8_lcs/220196751.png,22,919,407
220196873,11.907011,-0.121298,15.537, GO8070_LC,76,c8_lcs/220196873.png,22,141,153
220197010,18.7954063,-0.11657,16.387, GO8070_LC|GO8042_LC,36,c8_lcs/220197010.png,11,87,1002
220197077,19.8208084,-0.113696,15.028, GO8070_LC,36,c8_lcs/220197077.png,11,845,466
220197214,19.0532722,-0.107882,15.286, GO8070_LC,36,c8_lcs/220197214.png,11,281,873
220197232,13.7180023,-0.107108,17.264, GO8070_LC,73,c8_lcs/220197232.png,22,1090,664
220197240,20.1578083,-0.106791,17.362, GO8070_LC,36,c8_lcs/220197240.png,11,1097,294
220197593,17.0098343,-0.092207,17.417, GO8070_LC,54,c8_lcs/220197593.png,16,853,198
220197631,20.3574944,-0.090744,16.71, GO8070_LC|GO8042_LC,35,c8_lcs/220197631.png,11,963,201
220197729,15.1892738,-0.087409,16.499, GO8070_LC,60,c8_lcs/220197729.png,17,27,337
220197797,20.5951405,-0.085039,17.945, GO8070_LC,35,c8_lcs/220197797.png,11,785,80
220197872,15.6182919,-0.082396,15.249, GO8070_LC,60,c8_lcs/220197872.png,17,345,114
220197929,20.5979652,-0.08053,17.687, GO8070_LC,35,c8_lcs/220197929.png,11,781,82
220198145,13.9365244,-0.071488,17.095, GO8070_LC,74,c8_lcs/220198145.png,22,1036,485
220198236,17.9742641,-0.068147,17.823, GO8070_LC,54,c8_lcs/220198236.png,16,132,688
220199629,16.8870316,-0.017346,17.474, GO8070_LC,54,c8_lcs/220199629.png,16,904,78
220200097,18.7085896,0.000415,17.852, GO8070_LC,33,c8_lcs/220200097.png,11,85,1024
220200310,19.2650032,0.007615,15.655, GO8070_LC|GO8001_LC|GO8005_LC,36,c8_lcs/220200310.png,11,495,843
220200552,17.4141369,0.01613,17.811, GO8070_LC,54,c8_lcs/220200552.png,16,499,331
220200634,19.8675709,0.019359,16.305, GO8070_LC|GO8042_LC,36,c8_lcs/220200634.png,11,948,539
220200823,14.1498003,0.025954,17.548, GO8070_LC,74,c8_lcs/220200823.png,22,994,277
220201020,20.7062798,0.032022,16.302, GO8070_LC,35,c8_lcs/220201020.png,11,641,108
220201163,17.9353199,0.037246,16.843, GO8070_LC,54,c8_lcs/220201163.png,16,104,590
220201335,14.1095228,0.043886,17.147, GO8070_LC,74,c8_lcs/220201335.png,22,1029,297
220201430,20.6681385,0.047439,17.99, GO8070_LC,35,c8_lcs/220201430.png,11,662,140
220201914,15.9301653,0.064927,17.95, GO8070_LC,60,c8_lcs/220201914.png,17,653,58
220202148,20.4257641,0.073381,17.19, GO8070_LC,35,c8_lcs/220202148.png,11,826,286
220202645,17.2458382,0.091326,15.914, GO8070_LC,54,c8_lcs/220202645.png,16,583,187
220203169,14.3510571,0.109656,15.442, GO8070_LC,74,c8_lcs/220203169.png,22,949,85
220203338,13.3795271,0.114852,17.946, GO8070_LC,73,c8_lcs/220203338.png,22,747,795
220203478,15.5365973,0.119735,17.851, GO8070_LC,60,c8_lcs/220203478.png,17,392,306
220204101,14.1661539,0.141314,17.043, GO8070_LC,74,c8_lcs/220204101.png,22,1071,204
220204731,18.5539799,0.163471,17.724, GO8070_LC,33,c8_lcs/220204731.png,11,55,822
220205349,18.8199024,0.185837,15.349, GO8070_LC,33,c8_lcs/220205349.png,11,263,945
220205468,12.3031244,0.190247,15.564, GO8070_LC,76,c8_lcs/220205468.png,22,122,608
220205711,17.1969833,0.198753,15.908, GO8070_LC,54,c8_lcs/220205711.png,16,563,82
220205789,18.5420647,0.201739,15.709, GO8070_LC,33,c8_lcs/220205789.png,11,66,787
220206173,18.6244926,0.21526,16.261, GO8070_LC,33,c8_lcs/220206173.png,11,134,821
220206204,18.9078484,0.216223,17.857, GO8070_LC,33,c8_lcs/220206204.png,11,344,969
220206217,13.4690619,0.216738,17.183, GO8070_LC,73,c8_lcs/220206217.png,22,721,676
220206496,17.2137089,0.226097,17.984, GO8070_LC,54,c8_lcs/220206496.png,16,536,71
220206656,18.8307915,0.232465,16.958, GO8070_LC,33,c8_lcs/220206656.png,11,297,917
220207009,18.9384575,0.245677,16.396, GO8070_LC,33,c8_lcs/220207009.png,11,383,963
220207364,18.7484245,0.259182,15.202, GO8070_LC,33,c8_lcs/220207364.png,11,249,853
220208316,20.6718102,0.29618,16.49, GO8070_LC,35,c8_lcs/220208316.png,11,529,321
220208401,18.8799553,0.299151,15.294, GO8070_LC,33,c8_lcs/220208401.png,11,367,893
220208587,21.225338,0.305931,17.914, GO8070_LC,35,c8_lcs/220208587.png,11,114,37
220209452,17.3964825,0.337027,16.144, GO8070_LC,54,c8_lcs/220209452.png,16,343,85
220209496,18.8097954,0.338792,16.022, GO8070_LC,33,c8_lcs/220209496.png,11,336,827
220209584,17.3903027,0.342173,15.568, GO8070_LC,54,c8_lcs/220209584.png,16,345,78
220209586,18.8037663,0.342243,15.684, GO8070_LC,33,c8_lcs/220209586.png,11,334,821
220210234,13.0632896,0.366334,17.812, GO8070_LC,73,c8_lcs/220210234.png,22,395,894
220210484,14.9735374,0.374184,15.305, GO8070_LC,60,c8_lcs/220210484.png,17,114,790
220210703,18.5239334,0.383094,17.262, GO8070_LC,33,c8_lcs/220210703.png,11,149,644
