EPIC ID,RA (J2000) [deg],Dec (J2000) [deg],magnitude,Investigation IDs,CHANNEL,IMAGE,MODULE,PIX_COL,PIX_ROW,SDSS_NAME,REDSHIFT,LOGLBOL,LOGLBOL_ERR,LOGBH_HB_MD04,LOGBH_HB_MD04_ERR,LOGBH_HB_VP06,LOGBH_HB_VP06_ERR,LOGBH_MGII_MD04,LOGBH_MGII_MD04_ERR,LOGBH_MGII_VO09,LOGBH_MGII_VO09_ERR,LOGBH_MGII_S10,LOGBH_MGII_S10_ERR,LOGBH_CIV_VP06,LOGBH_CIV_VP06_ERR,LOGBH,LOGBH_ERR,LOGEDD_RATIO
220168966,13.2860126,-1.2537989999999999,18.186,GO8005_LC|GO8052_LC,75.0,c8_lcs/220168966.png,22.0,512.0,566.0,005308.64-011513.8,1.2960000038146973,46.555992377777194,0.00333786258243407,0.0,-1.0,0.0,-1.0,8.848137245245912,0.031133607077693172,8.560063992179524,0.03687887547922787,8.609538118614221,0.24722410984580223,0.0,-1.0,8.609538118614221,0.24722410984580223,-0.15391628595458684
220169790,18.192487699999997,-1.218742,19.424,GO8052_LC,55.0,c8_lcs/220169790.png,16.0,578.0,504.0,011246.20-011307.6,3.5903000831604004,47.19629638619116,0.011611443173350722,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,9.429580299180213,0.06395552542973938,9.429580299180213,0.06395552542973938,-0.333654458106615
220170097,18.1150055,-1.205915,18.224,GO8005_LC|GO8052_LC,55.0,c8_lcs/220170097.png,16.0,628.0,555.0,011227.60-011221.7,1.7569999694824219,47.014478614851704,0.008113263062291765,0.0,-1.0,0.0,-1.0,9.250907061111528,0.028259140694902936,9.352481106143287,0.05371647505268447,9.50880167244055,0.059964598908550666,9.430433981860462,0.04694938213532234,9.50880167244055,0.059964598908550666,-0.5946936027064069
220171966,12.8970289,-1.1192991,18.417,GO8005_LC|GO8052_LC,75.0,c8_lcs/220171966.png,22.0,817.0,352.0,005135.29-010709.2,1.559399962425232,47.06717573719538,0.0017202644651952426,0.0,-1.0,0.0,-1.0,9.511532653201106,0.008806850879456712,9.18119421003054,0.09305682346697725,9.343838431009042,0.09305896047670717,9.791115698861145,0.1172833677912878,9.343838431009042,0.09305896047670717,-0.37703323893122587
220173631,12.7601519,-1.045747,18.146,GO8005_LC|GO8052_LC,75.0,c8_lcs/220173631.png,22.0,943.0,290.0,005102.42-010244.4,1.878000020980835,47.25466739783719,0.002034848286683655,0.0,-1.0,0.0,-1.0,9.610118869852537,0.012061000019797687,9.361471412132365,0.0667713512907063,9.546614632387886,0.03780783037980427,9.804682094152938,0.011460891561888216,9.546614632387886,0.03780783037980427,-0.39231777966826087
220173771,16.3087864,-1.0397151,19.160999999999998,GO8052_LC,53.0,c8_lcs/220173771.png,16.0,345.0,526.0,010514.11-010223.0,0.5478000044822693,45.585113285187006,0.008332677385318732,8.147571144117425,0.040189346111072576,8.266196859965037,0.06218615678812975,8.356602709544806,0.04787404540162936,8.385492155285503,0.13555793458364682,8.555454221927832,0.13052143261383034,0.0,-1.0,8.266196859965037,0.06218615678812975,-0.7814541198955922
220175559,17.2292747,-0.9630879999999999,17.951,GO8001_LC|GO8005_LC|GO8052_LC,53.0,c8_lcs/220175559.png,16.0,1059.0,949.0,010855.02-005747.1,1.6670000553131104,47.097958298929605,0.010103422257170536,0.0,-1.0,0.0,-1.0,9.626154164691947,0.02421768181948822,9.252872368563445,0.0606215702230273,9.419210496950054,0.0780998294772248,9.658876374934742,0.047020227897024196,9.419210496950054,0.0780998294772248,-0.42162274313800907
220175772,13.1841717,-0.955918,18.742,GO8052_LC,75.0,c8_lcs/220175772.png,22.0,785.0,649.0,005244.23-005721.7,0.7562999725341797,45.97570792154336,0.0015917392789965845,8.484055801217274,0.02349795505275084,8.31839540973665,0.21656035092583206,8.415661762923833,0.01504952572706068,8.313239980248175,0.024053312429104683,8.344908063348436,0.03751758518809866,0.0,-1.0,8.344908063348436,0.03751758518809866,-0.46957068692263704
220176624,18.5716076,-0.9219200000000001,18.102999999999998,GO8005_LC|GO8052_LC,55.0,c8_lcs/220176624.png,16.0,142.0,523.0,011417.18-005518.8,0.8519999980926514,46.216215656941735,0.002511284330758201,9.189808661391693,0.08078977903547606,8.93840264009076,0.340589995940293,8.963404910896616,0.029720740161983814,8.732099805437157,0.08517527902377592,8.792628816785221,0.15669036207004408,0.0,-1.0,8.792628816785221,0.15669036207004408,-0.6767837049610463
220176915,13.264373800000001,-0.9102629999999999,18.471,GO8005_LC|GO8052_LC,75.0,c8_lcs/220176915.png,22.0,776.0,732.0,005303.45-005436.8,1.1679999828338623,46.61528376732913,0.0017261117929052716,0.0,-1.0,0.0,-1.0,9.003303359462256,0.015786763392219204,8.741769178919618,0.047185503462898015,9.015484931087643,0.09015987336574684,0.0,-1.0,9.015484931087643,0.09015987336574684,-0.5005717088760733
220178559,16.283990900000003,-0.844894,18.503,GO8005_LC|GO8052_LC,53.0,c8_lcs/220178559.png,16.0,429.0,369.0,010508.13-005041.3,1.5859999656677246,47.02092331536859,0.0017241089280197741,0.0,-1.0,0.0,-1.0,9.253654848931712,0.021321710043169035,9.257544826744311,0.051632205014586235,9.4146387571036,0.05366605552752144,9.418132403393294,0.08240249429648211,9.4146387571036,0.05366605552752144,-0.4940859868525749
220179771,18.509887699999997,-0.797495,18.666,GO8052_LC,55.0,c8_lcs/220179771.png,16.0,122.0,647.0,011402.35-004750.9,0.3497999906539917,45.34553744584038,0.003043888496595315,7.998103421319067,0.013794733243353676,8.194323652875921,0.043806096843825644,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,8.194323652875921,0.043806096843825644,-0.9491567521531081
220180147,18.3072796,-0.783557,18.761,GO8052_LC,55.0,c8_lcs/220180147.png,16.0,264.0,764.0,011313.78-004701.3,1.013200044631958,46.09094580490463,0.004562846203651105,0.0,-1.0,0.0,-1.0,9.3213933881244,0.02860228112711544,9.151827646431057,0.1635831496235251,9.197324275534669,0.1606663398818842,0.0,-1.0,9.197324275534669,0.1606663398818842,-1.2067490157476044
220181935,13.728459400000002,-0.712199,18.336,GO8005_LC|GO8052_LC,74.0,c8_lcs/220181935.png,22.0,675.0,977.0,005454.84-004244.0,2.218400001525879,47.276275704815774,0.006564702835255787,0.0,-1.0,0.0,-1.0,10.242033309380504,0.09311277347076788,9.077990645817952,0.12226090442781665,9.24035245380326,0.20213143394838864,9.462030490091827,0.02274250338544545,9.462030490091827,0.02274250338544545,-0.28612533039361665
